경력,주요 업무,자격 요건,우대사항,기술
신입,"- 머스타드 플랫폼(app & web) 서비스기획
- 문제정의 및 개선 프로젝트 리드
- 서비스 정책 수립, UI/UX를 고려한 기획","- 경력 0~3년
- 대졸(학사) 이상
- 서비스에 대한 이해 및 내부 맥락을 고려한 고객 경험을 제공할 수 있는 역량을 가진 분
- 기획 및 개발 업무에 대한 이해를 바탕으로 협업 및 원활한 커뮤니케이션이 가능한 분
- 해외여행 가능자","- 사이니지, 키오스크, POS 등 Retail Tech 경험자
- 고객중심 사고, 데이터 기반 의사결정에 익숙한 분
- 기획, 론칭, 운영 고도화까지 서비스 사이클을 모두 경험한 분
- 실패를 두려워 하지 않고 다양한 시도를 선호하는 분
- 원활한 커뮤니케이션 스킬",
"신입, 경력","• 모바일 / 웹 상세 기획(스토리보드, 앱내 메뉴들간의 연계 등 전반적인 기획)
• 비즈니스 전략과 사용자 경험을 이해하는 서비스 기획
• 사용자 행동 분석 및 개선 방향성 기획
• 서비스에 적용된 기획에 대한 결과 분석 및 인사이트 도출","• 분석적 사고를 기반으로 문제 해결 능력을 가지신 분
• 사용자 데이터 분석 능력이 있는 분
• 개발자, 디자이너와의 커뮤니케이션에 능통하신 분
• 스스로 문제를 발견하고, 해결책을 고민하고, 아이디어를 낼 수 있는 분","• 모바일 앱의 개발 과정 전반에 걸친 기획 경험을 보유하신 분
• 사용자 창작 콘텐츠 플랫폼에 대한 기획 경험을 보유하신 분
• 데이터에 기반하여 문제를 파악하고 지표를 개선한 경험이 있으신 분
• UI/UX 기획 및 설계 역량을 보유하신 분
• 서비스 리딩 및 디자인/개발/QA와 협업하여 실제 서비스를 런칭시킨 경험이 있으신 분
• Jira/Confluence 운영/활용 경험이 있으신 분
• Sketch, Protopie(또는 Figma), Zeplin 등 디자인 툴을 다룰 수 있으신 분 •",
"신입, 경력","• 기획을 위한 리서치 및 벤치마킹
• 기획서 작성 (IA, User Flow, 와이어프레임, 기능명세)
• 프로젝트 관리 지원
• 뷰저블 데이터 분석을 통한, 현황 보고 및 개선점 도출 리포트 작성","• 온라인 서비스를 이해/설계할 수 있는 역량
• 저작도구에 구애받지 않는 산출물 제작
(내부 활용 도구: Axure, MS Office, Jira, Confluence, Figma, VISIO 등)","• 본인의 학업/경력과 관련 된 상세 설명 또는 포트폴리오 제출
• 분석 솔루션 사용 경험(뷰저블, Google Analytics, Adobe Analytics, Hotjar 등)
• 온라인 웹 서비스 기획 또는 운영 경험
• PO/PM/PL 경험
• 관련 전공자(웹서비스 디자인/개발 등)
• 보고문서 작성 경험",
경력,"서비스(App/Web) 설계 및 기획
• 비즈니스 요구 사항에 맞는 IT 서비스 기획","1년 이상의 웹/모바일 서비스 기획 경험
• UI/UX 설계 및 스토리보드 문서 작성 능력 보유
• 논리적 사고력과 원활한 커뮤니케이션 능력
• 긍정적이고 적극적인 열린 태도","SI 유경험자
• 웹/모바일 서비스 출시/운영을 경험하신 분
• SaaS 플랫폼 기획을 경험하신 분
• 개발 관련 지식/경험을 보유하신 분",
경력,"• 담당 ​서비스 ​관련 ​프로덕트 계획을 ​수립하고 실행하는 전 과정 ​리드
• ​IT 부문 ​내 리더급 구성원으로써 ​서비스 기획, ​제품 ​출시 및 ​운영에 ​대한 ​책임과 권한 보유
• ​PRD(프로덕트 ​요구 정의서) 작성 ​및 ​세부적인 ​서비스 기획
• 문제정의, ​flowchart, 화면 ​기획 ​및 PO/UX/개발/QA ​팀과 협력하여, ​디자인-개발-검증-배포 ​전 과정 오케스트레이션
• ​데이터를 기반으로 ​Pain point를 정의/발견하여 끊임없는 서비스 고도화 주도","• 플랫폼 프로덕트에 대한 기획 또는 PM경력 10년 이상
• 서비스 플랫폼 기획 전문성 (서비스 프론트 및 백오피스 전체적 이해 필수)
• 모바일 앱 및 웹 기반 서비스 정책 및 User Scenario에 대한 이해도와 작성 경험
• 데이터 기반으로 다양하고 복잡한 문제를 해결하는 분석 역량 및 문제해결 역량을 갖추신 분
• 협업부서와 원활한 커뮤니케이션 능력 : 개발 디자인 사업부서 등 관련 부서와의 협력 경험 필수","•아파트 주거 생활편의 서비스 및 O2O 서비스 관련 경험자
• 회계관련 ERP 프로그램에 대한 이해도 또는 기획 경험자
• Iot 기술 기반 스마트홈 서비스 기획 경험자
• Proptech (부동산 기술) 도메인 경험자",
경력,"• 그립 서비스 기획팀에 소속되어, 프로덕트 서비스 기획 및 신규 광고 플랫폼 기획과 PM 역할을 담당
• 그립 내 광고 노출 프로세스 및 사용자 흐름(UX) 설계
• 광고 수익 모델 및 그립 생태계 활성화로 연결될 수 있는 비즈니스 모델 설계
• 프로젝트 전반의 로드맵 수립 및 우선순위 관리, 프로젝트의 성공적인 출시를 담당","• 7년 이상의 서비스 기획 경험, PO 혹은 PM 경력이 있으신 분
• 7년 이상의 커머스 플랫폼(결제/정산/배송) 정책/기획 경험이 있으신 분
• 커뮤니케이션 및 협업 능력이 뛰어나신 분
• 필요 시 전략적 기획뿐만 아니라, 실무 단계에서도 직접 실행하며 문제를 해결할 수 있는 역량과 의지를 갖춘 분","• 라이브 커머스, 이커머스, 영상 광고 플랫폼 등 유관 서비스 기획/운영 경험 우대
• 스타트업 근무 경험이 있으신 분
• 유저 경험 개선 및 시나리오 설계를 통해 의미있는 서비스 성과를 만들어 보신 분
• 서비스와 비즈니스 모델을 연결하여 수익화를 해본 경험이 있으신 분",
경력,"• 운영중인 앱에 대한 서비스 기획 및 전략기획 수립
• 아이템 발굴 및 지속적인 업데이트 기획","• 논리적 사고를 바탕으로 뛰어난 의사소통을 할 수 있는 능력이 있으신 분
• 데이터 및 피드백을 기반으로 제품을 개선해본 경험이 있으신 분
• 여러 기획자 및 개발팀과 협업한 경험이 있으신 분","• 애자일 방법론과 도구를 사용해 본 경험이 있으신 분
• Figma 및 Ms office를 능숙하게 다루시는 분
• 디자이너 및 퍼블리셔 개발자와 협업한 경험이 있으신 분
• 신규 서비스를 A to Z까지 구축해 본 경험이 있으신 분",
경력,"이 포지션은 독서당 서비스기획팀 소속이에요!

• 밀리의 서재에서 서비스하는 다양한 콘텐츠를 어떻게 서빙할 수 있을지 큐레이션 방식에 대한 새로운 아이디어를 발굴하고, 회원의 액티브를 올릴 수 있는 CRM관점의 다양한 요소를 기획해요.
• 현업 요구사항 및 정량적, 정성적 분석에 기반하여 서비스 개선점을 도출하고 및 기획, 배포 및 성과 측정까지의 전체 프로젝트를 매니징해요.","• 6년 이상 IT 업계에서 서비스 기획 업무를 주도적으로 이끈 경험이 필요해요.
• 논리적인 커뮤니케이션 스킬로 유관 부서(운영 현업부서 및 디자이너/개발자/CS 등)와 유연하게 협업할 수 있어야 해요.
• 서비스 구축에서 그치는 것이 아니라 운영적으로도 서비스가 활성화될 수 있도록 다양한 의견을 적극적으로 제시할 수 있어야 해요.","• 콘텐츠 기반의 서비스에서 PM/PO 경험이 있으신 분
• 기본적으로 책이나 영화 등 콘텐츠에 관심이 많고 콘텐츠의 흐름을 알고 계신 분
• 데이터 설계 및 분석에 기반한 기획 역량이 있으신 분",
경력,"• 블록체인 기반 서비스 리서치
• 블록체인 기반 서비스의 사용자 및 관리자 기능 기획(화면설계, 와이어프레임, 기능명세서 등)
• 서비스 개발을 위한 요구사항 정의 및 프로토타입 작성
• 개발자 및 데이터 분석가와의 협업을 통한 서비스 구현 및 런칭 지원
• 유관 부서(사업전략, 개발, 디자인, 마케팅) 와의 의사소통 및 협업","•웹/앱 서비스 기획 실무 경력 만 5년이상
• 블록체인 서비스 기획 실무 경력 만 2년 이상
• 블록체인 기술의 대한 높은 이해도
• 블록체인 사용자 경험(UX) 및 고객 여정에 대한 깊은 이해
• 꼼꼼하고 체계적인 문서 작성 능력
• 기획 참여도가 포함된 포트폴리오 제출 필수","•블록체인 서비스 초기 기획 부터 출시 및 운영 경험자
•개발 프로세스에 대한 이해
•Notion / Figma 등 기획 산출물 작성을 위한 각종 툴 사용 능력
•영어 및 중국어 능통자
• 원활한 커뮤니케이션 역량 보유",
경력,"• 일레븐플러스의 핵심 기능 기획 및 서비스 개발 관리
• Project의 Vision과 비즈니스 전략을 기반으로 제품의 방향성 및 필요 기능 결정
• 중요도와 시급성에 대한 전략적 판단 및 기능 개발의 우선순위 결정
• Product 기획 의도에 맞추어 서비스가 구현되도록 Process 및 Quality 관리
• Product와 관련된 다양한 내/외부 이해관계자의 Needs를 파악하고 해결
• 글로벌 유저 경험을 고려한 UX 개선 및 기능 최적화
• 유저 리서치 및 데이터 분석을 통해 제품 개선 방향 도출","• 주요 업무와 관련된 경력 및 경험
• Design Thinking Ability : 논리력, 분석력, 이해력, 비판적 사고, 전략적 사고, 수리력, 창의력, 문제 해결력
• Product Management Skills
- Process Management
- 높은 수준의 Verbal & Written 커뮤니케이션
- Data Analysis
• 주도적/자기 완결적인 업무 태도, 리더십","• B2C 서비스에 대한 경험 또는 관심
• 축구, 야구 등 스포츠에 대한 지식 또는 관심
• 글로벌 스포츠 트렌드 및 팬 커뮤니티에 대한 이해",
경력,"• 서비스 기획/설계, 방향성 수립
• 데이터 분석을 기반한 서비스 개선
• 신규 서비스 기획 및 QA
• API연동 관련 기획 및 QA
• 기획, 디자인, 개발 및 QA 과정을 주도적으로 관리","• 3년 이상 동종업계 경력 또는 그에 준하는 역량 보유자
• 서비스 기획부터 런칭까지 A~Z의 과정을 경험해 보신 분
• 스타트업 경험이 있으신 분
• 기획 문서 작성 및 요구사항 문서를 디테일하게 정의할 수 있고, 우선순위를 판단할 수 있는 분
• 업무 경계를 구분하지 않고, 높은 책임감과 애정이 있는 분
• 세일즈, 운영, 개발자, 디자이너 등 타 직무자와 협업 및 원할한 커뮤니케이션 스킬이 있으신 분
• Figma, Jira, Confluence 등 협업툴 사용 가능자","• 숙박관련 예약 플랫폼 근무 경험자
• 주도적으로 업무를 추진하는 능력의 소유자
• IT 제반 지식에 대한 높은 이해도",
경력,"- 마이클 앱, 파트너스앱 서비스 기획/운영 및 관리
- 마이클 프로덕트 전략 수립 및 지표 분석을 통한 의사 결정
- 프로덕트 오너(PO)와의 긴밀한 협력 및 지원
- 프로덕트 런칭 및 성공을 위한 개발, 디자인, 비즈니스 등 다양한 부서 간 협업과 커뮤니케이션
- 사용자 요구사항 분석 및 반영을 통한 프로덕트 개선","• 서비스 기획 및 PM 경험 5년 이상 10년 미만인 분
• 단순한 기능 추가보다는 문제해결을 위한 사고를 하는 분
• 모바일 서비스에 대한 관심과 이해도가 높은 분
• 뛰어난 의사소통 능력과 협업 능력을 갖춘 분
• 스스로 일을 계획하고 실행하는 데 성취감을 느끼는 분
• 사업 성장과 문제 해결에 대한 열정을 가진 분","- 플랫폼 비즈니스에 대한 이해가 있는 분
- O2O 비즈니스 및 플랫폼 운영 경험이 있는 분
- 데이터 분석 및 지표 관리 경험이 있는 분
- 다양한 팀과의 협업을 통해 프로젝트를 성공적으로 이끌어본 경험이 있는 분",
경력,"DX 사업개발실은 실감형 콘텐츠 개발과 디지털 사이니지 통합 관리 서비스 기획 및 개발을 수행하고 있습니다.
사용자 중심의 SaaS 플랫폼을 개발하여 디지털 사이니지 운영을 효율화하고, 실감형 콘텐츠 제작을 지원하는 것이 목표입니다.
이를 위해 통합 솔루션 구축을 함께할 인재를 찾고 있습니다.

• 디지털 사이니지 통합 관리 서비스 SaaS 기획 및 사양서 작성
• 실감형 콘텐츠 제작시 기술 기획서 작성
• 사용자 요구 분석 및 일정 관리
• 개발, 디자인, 마케팅 등 유관 부서와의 커뮤니케이션","• 경력 무관 (SaaS 서비스 기획과 실감형 미디어 콘텐츠 개발에 관심 있는 분)
• 논리적인 사고를 바탕으로 명확한 문서 작성이 가능한 분
• 시장 분석 및 전략 수립 역량을 갖춘 분
• 사용자 중심 사고로 명확한 가치를 제안할 수 있는 분
• 아이코닉무브먼트의 조직 문화에 공감하는 분","• 미디어아트 관련 기획 경험 보유
• 제안서, 기획서 등 문서 작성 경험
• 명확하고 원활한 커뮤니케이션 능력 보유
• 도전적이고 목표 지향적인 성향
• 가설 기반 사고를 통해 비즈니스 목표 달성 및 성과 창출 경험",
경력,"• 키오스크의 현금 시재 관리 (재고관리, 협력업체 관리, 업무 스케쥴링)
• 키오스크 서비스 어드민 기획 (시재관리, 환율 카테고리)
• 운영 데이터 분석 기반 업무 프로세스 개선, 운영 매뉴얼 작성
• 기타 키오스크 관련 업무 운영 및 개선","• Figma, Jira, Confluence 사용 경험이 있으신 분
• 다양한 유관부서와 소통하며 프로젝트를 성공적으로 이끈 경험을 보유하신 분
• 자기 주도적으로 업무를 개선하고 성과를 만든 경험을 보유하신 분
• 책임감이 강하고 학습능력이 뛰어나신 분
• 디자인, 개발, 일정관리 업무에 대한 높은 이해도를 가지고 계신 분","• 서비스 운영 고도화 및 개선 경험을 보유하신 분
• 전자금융, 외환 업무에 대한 이해도를 보유하신 분
• 키오스크 관련 서비스를 경험하신 분",
경력,"• 트레저링크 신규 서비스 기획 및 배포 / 운영
• IA, 정책서, 화면설계서, 기획서 등 프로젝트에 필요한 서비스 기획 부분
• 서비스 성과 분석 및 최적화 (A/B 테스트, 사용자 피드백 반영 등)","• 문제 발견부터 해결까지 스스로 주도적으로 일할 수 있는 분
• 꼼꼼하고 논리적인 사고를 바탕으로 기획을 정리하고 실행할 수 있는 분
• 명확한 근거를 기반으로 비즈니스 관계자, 디자이너, 개발자들과 논리적인 소통이 가능한 분
• 스타트업 환경에서 빠르게 실행하고 유연하게 대응할 수 있는 분
• Figma로 서비스 기획/설계 가능한 분","• 프로덕트 기획부터 런칭, 개선 및 고도화의 사이클을 경험힌 적이 있는 분
• 개발 및 디자인에 대한 이해도가 있으신 분
","Figma, Notion"
경력,"• 자사 Product 서비스의 백오피스 기획 및 정책 정의
• 서비스 운영 정책서 작성
• 서비스 플로우 차트 작성
• 기능 정의서 작성
• 오픈 테스트 시나리오 작성
• 백오피스 화면설계서 작성","• 백오피스 기획 유경험자
• 서비스 운영 정책서 작성 경험
• 커머스(정산포함) 시스템 기획 유경험자(필수)
• 서비스 운영 기획 유경험자 (필수 아님)
• 기획/PL 경력 8년 이상(필수)","• SI / Agnecy 출신 우대(8년이상~)
• 서비스 운영 정책서 작성 경험이 있으신 분
• B2GB 서비스 운영 경험이 있으신 분
• 뉴스와 미디어 서비스에 대한 이해와 관심이 있으신 분
• 데이터 기반 의사결정이 가능하신 분",JIRA
경력,"• 자사 서비스에 대한 이해를 바탕으로 전반적인 기획 업무
• 온오프라인 환경에서의 대학 생활 전반에 대한 소비자의 행동 패턴 및 니즈 파악
• 소비자 니즈에 기반한 서비스 방향성 도출 및 신규 아이템 기획
• 사업에 대한 이해를 바탕으로, 서비스 성장에 필요한 OKR 수립 및 달성 관리
• KPI 및 지표를 지속적으로 관리하며, 문제 정의 및 서비스 개선 기획
• 요구사항에 대한 구체적인 명세를 위한 기획서 작성
• 개발자, 디자이너, 유관 부서와의 협업을 통한 안정적인 프로젝트 진행","• 서비스 기획/PM/PO 경력 5년 이상
• 논리적 의사 결정을 기반으로 한 주도적인 업무 수행 능력
• 데이터에 기반한 가설 수립과 문제 해결을 위한 분석적, 통계적 사고 능력
• 생각에 대해 구체화하고 설득력 있는 글로 풀어내는 능력
• 개발자, 디자이너 등 동료와의 원활한 협업을 위한 의사소통 능력
• 학사 이상 학위 소지자","• 대학생 시장 및 타깃에 대한 관심과 이해도
• 소셜 플랫폼에 대한 이해도 및 서비스 기획 경험
• 요구 데이터 정의, 수집 체계 구축, 대시보드 관리 등 데이터 분석의 사이클 경험
• 사용자 조사 방법론에 의거한 리서치 진행 및 분석 경험
• SQL, Google Analytics, BigQuery 등 데이터 툴 활용 경험
• Figma, Sketch 등 UI 프로토타이핑 툴 활용 경험",
경력,"X-Factor 서비스 기획 및 운영
프로덕트팀을 리드하고 프로젝트의 우선순위 결정
개발, 디자인, 마케팅 등 협업 부서와 커뮤니케이션 주도
서비스 전반의 데이터를 바탕으로 목표, 전략 수립
사용자 데이터를 통해 서비스의 문제를 발견하고 구체적인 해결책을 제시","PO/PM/기획자로서 고객의 문제를 직접 해결해본 경험 최소 5년
프로젝트 오너십을 가지고 개발·디자인·마케팅 등 여러 부서와 협업을 리드할 수 있는 역량
소프트웨어 개발 조직을 이끌면서 프로젝트를 성공적으로 리딩해 본 경험
사용자 경험(UX) 및 시장 분석에 대한 깊은 이해
이해관계자와 효과적인 소통 및 문서 작성 능력","B2B 솔루션 또는 데이터 분석 관련 프로젝트 수행 경험
핵심 지표(KPI) 설정 후 꾸준히 관리·분석하여 인사이트를 도출해 본 경험
A/B 테스트 및 사용자 리서치 등을 통한 프로덕트 개선 경험
다양한 협업 툴(Asana, Notion 등) 운용에 능숙한 분",
경력,"• 고객의 목소리를 많이 듣고 이를 데이터 기반으로 분석해서, 더 나은 고객 경험을 제공할 수 있는 프로덕트를 구상해요
• 가볍고 빠르게 실행할 수 있는 여러 가설을 만들고, 이 중 유저 임팩트를 줄 수 있는 것을 선별하여 실행하고 피드백해요
• 서비스를 안정적으로 워킹하게 하는 것에서 더 나아가, 더 편리하고 완성도 있는 서비스 제공을 위한 고민을 해요","• 기획 경력 최소 5년 이상에서 10년 미만이신 분
• 기획서 작성을 통한 서비스 개선 및 고도화를 담당해보신 분
• 정책 및 기능 정의, 화면 설계를 수립할 수 있으신 분
• 업무 프로세스를 개선하여 성과를 만들어낸 경험이 있으신 분
'화면 기획' 내용이 담겨 있는 포트폴리오 제출 필수 (*프로젝트 참여 역할, 범위, 출시된 서비스 URL 명시)","• 신사업 또는 서비스 초기 단계부터 참여하여 제품을 출시해본 경험이 있으신 분
• 서비스기획/개발/운영 전체의 프로덕트 사이클을 경험해보신 분
• 부동산 정보 업체 또는 프롭테크 관련 경력이 있으신 분",Figma
경력,"• 웹/앱 커머스 서비스 기획
• 신규 프로젝트(서비스, 이벤트 등) 기획
• 기본적인 PM(Project Manager) 업무
• 화면 설계 및 UI/UX 최적화","• IT 서비스 또는 E-commerce 기획/운영 경력 5년 이상
• 프론트/백엔드 및 이벤트 기획 등 서비스 기획 운영 경험이 있으신 분
• B2C 및 C2C 플랫폼 서비스 기획 경험이 있으신 분
• 포트폴리오 제출 (필수)","• IT 서비스 또는 E-commerce 서비스에 대한 이해도가 높으신 분
• 자신의 프로젝트를 성공적으로 완료한 경험이 있으신 분
• 유관 부서와의 원활한 커뮤니케이션이 가능하신 분
• 긍정적이고 협조적인 태도를 가지신 분
• 이용자의 관점으로 개선사항에 접근하시는 분",
